measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,value,upper,lower
1,Deaths,7,Democratic People's Republic of Korea,1,Male,22,All ages,294,All causes,1,Number,2021,117452.79571324449,135792.4268817789,98557.87048332086
1,Deaths,7,Democratic People's Republic of Korea,2,Female,22,All ages,294,All causes,1,Number,2021,124966.56051478788,151285.8965070458,104274.40175589127
1,Deaths,7,Democratic People's Republic of Korea,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,7,Democratic People's Republic of Korea,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,7,Democratic People's Republic of Korea,1,Male,22,All ages,294,All causes,3,Rate,2021,895.7137490546144,1035.5747007713592,751.6180362788897
1,Deaths,7,Democratic People's Republic of Korea,2,Female,22,All ages,294,All causes,3,Rate,2021,941.0483758043246,1139.2435432613959,785.2281122735809
1,Deaths,140,Bahrain,1,Male,22,All ages,294,All causes,1,Number,2021,4085.7160583890245,4547.93447553826,3632.3958603939204
1,Deaths,140,Bahrain,2,Female,22,All ages,294,All causes,1,Number,2021,2206.9793318321213,2437.671768711696,1994.476010276233
1,Deaths,140,Bahrain,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,140,Bahrain,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,140,Bahrain,1,Male,22,All ages,294,All causes,3,Rate,2021,424.28707355175175,472.2868113581278,377.2113841400211
1,Deaths,140,Bahrain,2,Female,22,All ages,294,All causes,3,Rate,2021,389.4877923809598,430.20040199322017,351.98519849952294
1,Deaths,172,Equatorial Guinea,1,Male,22,All ages,294,All causes,1,Number,2021,5659.266163844452,7145.980556995532,4485.484628526229
1,Deaths,172,Equatorial Guinea,2,Female,22,All ages,294,All causes,1,Number,2021,4826.674238389123,6314.412437399973,3693.4341374008327
1,Deaths,172,Equatorial Guinea,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,172,Equatorial Guinea,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,172,Equatorial Guinea,1,Male,22,All ages,294,All causes,3,Rate,2021,689.3788180260156,870.4816998167038,546.395592990927
1,Deaths,172,Equatorial Guinea,2,Female,22,All ages,294,All causes,3,Rate,2021,698.1123013595587,913.2932492825369,534.2046465604008
1,Deaths,72,New Zealand,1,Male,22,All ages,294,All causes,1,Number,2021,17704.53349085126,18037.86256725598,17410.789783122567
1,Deaths,72,New Zealand,2,Female,22,All ages,294,All causes,1,Number,2021,16788.058776363094,17079.66640861061,16493.31305852848
1,Deaths,72,New Zealand,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,72,New Zealand,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,72,New Zealand,1,Male,22,All ages,294,All causes,3,Rate,2021,685.7858701645554,698.6973863494619,674.4076949466547
1,Deaths,72,New Zealand,2,Female,22,All ages,294,All causes,3,Rate,2021,648.7206231167856,659.988863680939,637.331121311854
1,Deaths,376,Northern Mariana Islands,1,Male,22,All ages,294,All causes,1,Number,2021,244.015127879194,275.41475050781753,197.28435509800264
1,Deaths,376,Northern Mariana Islands,2,Female,22,All ages,294,All causes,1,Number,2021,150.34860541125357,166.5284314234123,122.51263775328661
1,Deaths,376,Northern Mariana Islands,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,376,Northern Mariana Islands,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,376,Northern Mariana Islands,1,Male,22,All ages,294,All causes,3,Rate,2021,958.127205482723,1081.4180561109226,774.6384803203314
1,Deaths,376,Northern Mariana Islands,2,Female,22,All ages,294,All causes,3,Rate,2021,653.0015065238763,723.2745278953328,532.1029536807523
1,Deaths,74,Andorra,1,Male,22,All ages,294,All causes,1,Number,2021,358.55143661378594,446.38728266754913,274.4952390406983
1,Deaths,74,Andorra,2,Female,22,All ages,294,All causes,1,Number,2021,274.4560399667772,335.020171561397,219.23116721588164
1,Deaths,74,Andorra,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,74,Andorra,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,74,Andorra,1,Male,22,All ages,294,All causes,3,Rate,2021,814.3589814830124,1013.8559094707532,623.446569893131
1,Deaths,74,Andorra,2,Female,22,All ages,294,All causes,3,Rate,2021,660.3110046595909,806.0216349828297,527.4460430695452
1,Deaths,23,Kiribati,1,Male,22,All ages,294,All causes,1,Number,2021,526.4506112435438,643.0935625145586,437.32786966094983
1,Deaths,23,Kiribati,2,Female,22,All ages,294,All causes,1,Number,2021,453.4540326839382,545.374827349108,379.0249070535737
1,Deaths,23,Kiribati,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,23,Kiribati,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,23,Kiribati,1,Male,22,All ages,294,All causes,3,Rate,2021,887.4902622745534,1084.1269100532782,737.2471746752635
1,Deaths,23,Kiribati,2,Female,22,All ages,294,All causes,3,Rate,2021,733.2467401448326,881.885010358955,612.8929450373715
1,Deaths,40,Turkmenistan,1,Male,22,All ages,294,All causes,1,Number,2021,24301.774023025613,28753.11501753103,20312.658291458345
1,Deaths,40,Turkmenistan,2,Female,22,All ages,294,All causes,1,Number,2021,19308.0148970396,22787.853403932768,16300.138794555378
1,Deaths,40,Turkmenistan,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,40,Turkmenistan,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,40,Turkmenistan,1,Male,22,All ages,294,All causes,3,Rate,2021,922.2775452046398,1091.2105556668162,770.886463180702
1,Deaths,40,Turkmenistan,2,Female,22,All ages,294,All causes,3,Rate,2021,765.1590665110809,903.0619010459724,645.9596727344215
1,Deaths,105,Antigua and Barbuda,1,Male,22,All ages,294,All causes,1,Number,2021,389.01085525772237,396.2905443304031,380.8365112592346
1,Deaths,105,Antigua and Barbuda,2,Female,22,All ages,294,All causes,1,Number,2021,331.4817301839405,338.9871415489658,324.5390743353358
1,Deaths,105,Antigua and Barbuda,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,105,Antigua and Barbuda,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,105,Antigua and Barbuda,1,Male,22,All ages,294,All causes,3,Rate,2021,888.3757559623547,905.0002259371818,869.7081817005986
1,Deaths,105,Antigua and Barbuda,2,Female,22,All ages,294,All causes,3,Rate,2021,726.827355421364,743.2841848543574,711.6044585599229
1,Deaths,204,Chad,1,Male,22,All ages,294,All causes,1,Number,2021,102286.91937069893,125069.21820041961,85309.73574616258
1,Deaths,204,Chad,2,Female,22,All ages,294,All causes,1,Number,2021,79644.31652015189,95291.04976283936,67714.32595937826
1,Deaths,204,Chad,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,204,Chad,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,204,Chad,1,Male,22,All ages,294,All causes,3,Rate,2021,1158.8478060501645,1416.9572219757729,966.5067704881862
1,Deaths,204,Chad,2,Female,22,All ages,294,All causes,3,Rate,2021,892.5979644745579,1067.9556403680465,758.8949489172218
1,Deaths,170,Congo,1,Male,22,All ages,294,All causes,1,Number,2021,24456.78445886305,28365.055622171174,21007.70621071674
1,Deaths,170,Congo,2,Female,22,All ages,294,All causes,1,Number,2021,21811.314146656972,25718.825777121416,18471.794353389017
1,Deaths,170,Congo,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,170,Congo,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,170,Congo,1,Male,22,All ages,294,All causes,3,Rate,2021,912.4795353784091,1058.2966382451705,783.7948621072352
1,Deaths,170,Congo,2,Female,22,All ages,294,All causes,3,Rate,2021,804.4456857604,948.5626725705462,681.2773946550419
1,Deaths,57,Belarus,1,Male,22,All ages,294,All causes,1,Number,2021,80156.273240308,92040.15124441999,68878.03356237874
1,Deaths,57,Belarus,2,Female,22,All ages,294,All causes,1,Number,2021,81690.5550160384,93180.6347672317,71392.91267157233
1,Deaths,57,Belarus,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,57,Belarus,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,57,Belarus,1,Male,22,All ages,294,All causes,3,Rate,2021,1846.340692289651,2120.0770656788804,1586.5547514896368
1,Deaths,57,Belarus,2,Female,22,All ages,294,All causes,3,Rate,2021,1639.286739168667,1869.8585031188975,1432.6436512783846
1,Deaths,90,Norway,1,Male,22,All ages,294,All causes,1,Number,2021,20527.006770545413,20927.793061290096,20163.73813426598
1,Deaths,90,Norway,2,Female,22,All ages,294,All causes,1,Number,2021,21388.406564373952,21823.370949508222,20940.46373963093
1,Deaths,90,Norway,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,90,Norway,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,90,Norway,1,Male,22,All ages,294,All causes,3,Rate,2021,750.0932431205052,764.7386851951038,736.818762697875
1,Deaths,90,Norway,2,Female,22,All ages,294,All causes,3,Rate,2021,797.6355248192272,813.8566044293436,780.9304416692725
1,Deaths,24,Marshall Islands,1,Male,22,All ages,294,All causes,1,Number,2021,251.026298055443,314.6296477417781,202.2148218987367
1,Deaths,24,Marshall Islands,2,Female,22,All ages,294,All causes,1,Number,2021,191.61451162379498,239.5739918446287,154.58108935813993
1,Deaths,24,Marshall Islands,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,24,Marshall Islands,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,24,Marshall Islands,1,Male,22,All ages,294,All causes,3,Rate,2021,872.3420890385801,1093.3702417262905,702.7172114482914
1,Deaths,24,Marshall Islands,2,Female,22,All ages,294,All causes,3,Rate,2021,696.8568145896504,871.2741399417214,562.1749867118865
1,Deaths,125,Colombia,1,Male,22,All ages,294,All causes,1,Number,2021,200444.21213305782,225154.40435764758,176317.03200016424
1,Deaths,125,Colombia,2,Female,22,All ages,294,All causes,1,Number,2021,154885.90769594646,171897.9436591957,138528.93093672363
1,Deaths,125,Colombia,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,125,Colombia,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,125,Colombia,1,Male,22,All ages,294,All causes,3,Rate,2021,833.6233308194661,936.3900434535913,733.281295239447
1,Deaths,125,Colombia,2,Female,22,All ages,294,All causes,3,Rate,2021,619.160053794458,687.1660671164451,553.7726550258338
1,Deaths,27,Samoa,1,Male,22,All ages,294,All causes,1,Number,2021,704.9716652759729,817.7942411114713,620.223067709424
1,Deaths,27,Samoa,2,Female,22,All ages,294,All causes,1,Number,2021,645.0316603613763,764.3984982578351,543.4291610364344
1,Deaths,27,Samoa,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,27,Samoa,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,27,Samoa,1,Male,22,All ages,294,All causes,3,Rate,2021,641.5140677917288,744.1809877943062,564.3940639072076
1,Deaths,27,Samoa,2,Female,22,All ages,294,All causes,3,Rate,2021,621.7292062742398,736.7837903224913,523.7972051917118
1,Deaths,173,Gabon,1,Male,22,All ages,294,All causes,1,Number,2021,8873.555527208779,10492.917139615904,7425.979112150826
1,Deaths,173,Gabon,2,Female,22,All ages,294,All causes,1,Number,2021,6655.3846351677485,8131.850668322423,5434.504857839574
1,Deaths,173,Gabon,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,173,Gabon,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,173,Gabon,1,Male,22,All ages,294,All causes,3,Rate,2021,1015.2667256646972,1200.5457783346737,849.6424544738651
1,Deaths,173,Gabon,2,Female,22,All ages,294,All causes,3,Rate,2021,706.4622967400071,863.1876615415214,576.8671525349491
1,Deaths,369,Nauru,1,Male,22,All ages,294,All causes,1,Number,2021,52.9178397429688,65.14235779710135,42.70763659433658
1,Deaths,369,Nauru,2,Female,22,All ages,294,All causes,1,Number,2021,40.651234315337426,50.355336923339514,32.98253347273041
1,Deaths,369,Nauru,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,369,Nauru,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,369,Nauru,1,Male,22,All ages,294,All causes,3,Rate,2021,951.8866545724547,1171.7814131421303,768.2254135833426
1,Deaths,369,Nauru,2,Female,22,All ages,294,All causes,3,Rate,2021,743.8229568507232,921.3854446087781,603.5035832321109
1,Deaths,89,Netherlands,1,Male,22,All ages,294,All causes,1,Number,2021,85120.80993505583,86113.76547860658,84057.71497709808
1,Deaths,89,Netherlands,2,Female,22,All ages,294,All causes,1,Number,2021,84643.48863995839,85705.137993277,83591.878851821
1,Deaths,89,Netherlands,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,89,Netherlands,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,89,Netherlands,1,Male,22,All ages,294,All causes,3,Rate,2021,996.2243771922723,1007.845583789206,983.7822832648814
1,Deaths,89,Netherlands,2,Female,22,All ages,294,All causes,3,Rate,2021,976.6946388856463,988.9449282867976,964.5601952470752
1,Deaths,91,Portugal,1,Male,22,All ages,294,All causes,1,Number,2021,62146.97220606602,62894.23612454046,61370.57293265483
1,Deaths,91,Portugal,2,Female,22,All ages,294,All causes,1,Number,2021,60982.51962253589,61875.99098907182,60127.178053918775
1,Deaths,91,Portugal,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,91,Portugal,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,91,Portugal,1,Male,22,All ages,294,All causes,3,Rate,2021,1233.493793404084,1248.325495943296,1218.0838120170476
1,Deaths,91,Portugal,2,Female,22,All ages,294,All causes,3,Rate,2021,1094.925166372425,1110.9672107272436,1079.5677325517129
1,Deaths,367,Monaco,1,Male,22,All ages,294,All causes,1,Number,2021,307.09080603468675,340.4717919086733,279.2422132169648
1,Deaths,367,Monaco,2,Female,22,All ages,294,All causes,1,Number,2021,283.52489398180046,324.2909929413589,243.57478536100842
1,Deaths,367,Monaco,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,367,Monaco,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,367,Monaco,1,Male,22,All ages,294,All causes,3,Rate,2021,1669.3953461417957,1850.8597904448393,1518.0058863047868
1,Deaths,367,Monaco,2,Female,22,All ages,294,All causes,3,Rate,2021,1456.3548465832353,1665.7541164754093,1251.1469951867664
1,Deaths,111,Dominican Republic,1,Male,22,All ages,294,All causes,1,Number,2021,42905.280854887395,49099.77912374066,37262.53524498718
1,Deaths,111,Dominican Republic,2,Female,22,All ages,294,All causes,1,Number,2021,30099.111657326794,33939.484958705834,26672.910877724713
1,Deaths,111,Dominican Republic,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,111,Dominican Republic,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,111,Dominican Republic,1,Male,22,All ages,294,All causes,3,Rate,2021,774.9878012974622,886.8775383616743,673.0642402260903
1,Deaths,111,Dominican Republic,2,Female,22,All ages,294,All causes,3,Rate,2021,549.5901198830595,619.7128280589612,487.0299314415322
1,Deaths,106,Bahamas,1,Male,22,All ages,294,All causes,1,Number,2021,2198.131840353732,2544.829507249556,1892.8242331333988
1,Deaths,106,Bahamas,2,Female,22,All ages,294,All causes,1,Number,2021,1648.3156921037573,1905.6294532269876,1434.8401497136624
1,Deaths,106,Bahamas,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,106,Bahamas,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,106,Bahamas,1,Male,22,All ages,294,All causes,3,Rate,2021,1173.5298330326493,1358.6233964285536,1010.5334291103005
1,Deaths,106,Bahamas,2,Female,22,All ages,294,All causes,3,Rate,2021,821.4622016767705,949.6982730474438,715.0735469451668
1,Deaths,122,Ecuador,1,Male,22,All ages,294,All causes,1,Number,2021,70945.00305852028,82574.94095954394,60579.38404868533
1,Deaths,122,Ecuador,2,Female,22,All ages,294,All causes,1,Number,2021,53099.45756303108,60845.64185365763,46441.687759999826
1,Deaths,122,Ecuador,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,122,Ecuador,2,Female,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,122,Ecuador,1,Male,22,All ages,294,All causes,3,Rate,2021,789.9797116990603,919.4802345554788,674.5575062730177
1,Deaths,122,Ecuador,2,Female,22,All ages,294,All causes,3,Rate,2021,584.4882012481053,669.7537299437665,511.20331143772563
1,Deaths,155,Turkey,1,Male,22,All ages,294,All causes,1,Number,2021,369751.5623709976,422999.3329464323,319200.3494456214
1,Deaths,155,Turkey,2,Female,22,All ages,294,All causes,1,Number,2021,284730.70931108337,322619.16572724655,249530.92745048212
1,Deaths,155,Turkey,1,Male,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
